,name,distance,mass,radius
47354,2MASSI J0727182+171001 [de],29.6,41,0.94
47355,2MASS J07290002-3954043 [de],25.8,37,0.94
47356,SDSS J074201.41+205520.5 [de],49,43,0.94
47357,2MASS J0746425+200032 [fr],49.6,,
47358,DENIS-P J0751164-253043 [de],55,71,1.03
47359,2MASS J07522390+1612157,60,68,2.01
47360,DENIS J081730.0-615520,16.1,44,0.94
47361,DENIS J082303.1−491201A,67,44,
47362,DENIS J082303.1−491201B,67,28,
47363,2MASS J08251968+2115521 [de],35,52,0.98
47364,SDSSp J083008.12+482847.4 [de],43,48,0.99
47365,LHS 2021,55,88,1.15
47366,SDSS J083048.80+012831.1 [de],77,46,0.96
47367,2MASSI J0835425-081923 [de],23.53,62,1.00
47368,2MASSI J0847287-153237 [de],43,64,1.00
47369,2MASS J08533619-0329321,27.6,77,1.07
47370,2MASSI J0859254-194926 [de],50,50,0.98
47371,2MASSW J0920122+351742 [de],95,,
47372,2MASSI J0937347+293142,20.0,42,0.94
47373,2MASS 0939−2448,17.4,32,0.95
47374,2MASS J09490860-1545485 [de],59,49,0.96
47375,2MASS J10073369-4555147,46,44,0.94
47376,2MASSI J1010148-040649 [de],55,51,0.98
47377,2MASSI J1017075+130839 [de],108,,
47378,SDSS J102109.69-030420.1,95,,
47379,2MASS J10224821+5825453 [de],60,27,1.41
47380,2MASSW J1036530-344138 [de],53,49,0.97
47381,2MASS J1047538+212423 [de],34.4,42,0.94
47382,Luhman 16B,6.516,43,1.02
47383,Luhman 16A,6.516,40,1.01
47384,DENIS-P J1058.7−1548,49,64,1.00
47385,TWA 28,180,36,2.39
47386,Cha 110913-773444,163,8,1.8
47387,OTS 44,554,15,
47388,SDSS J111010.01+011613.1,63,9,1.24
47389,2MASS J11145133−2618235,18.2,33,0.96
47390,TWA 26,137,30,2.20
47391,2MASSW J1146345+223053,89,,
47392,2MASS J11544223-3400390 [de],129,37,1.50
47393,2MASSW J1155395-372735 [de],31,64,1.00
47394,TWA 27A,,,
47395,TWA 27B,,,
47396,2MASS J12074836-3900043,217,17,1.71
47397,2MASSI J1217110-031113 [de],36,42,0.94
47398,2MASS J12255432-2739466,43,,
47399,DENIS-P J1228.2-1547,66,,
47400,2M 1237+6526,45.6,41,0.94
47401,2MASSW J1239272+551537 [de],119,,
47402,TWA 29,262,25,2.00
47403,SDSSp J125453.90-012247.4 [de],38,47,0.98
47404,Kelu-1A,61,63,0.98
47405,Kelu-1B,61,58,0.98
47406,2MASS J13204427+0409045,101,67,1.01
47407,SDSSp J132629.82-003831.5 [de],65,51,0.97
47408,SDSSp J134646.45-003150.4 [de],48,44,0.94
47409,2MASS J13595510-4034582,51,63,1.00
47410,ULAS J141623.94+134836.3,29.7,32,0.96
47411,SDSS J141659.78+500626.4 [de],149,59,0.99
47412,DENIS-P J142527.97-365023.4 [de],38,21,1.32
47413,LHS 2924,38.5,76,1.06
47414,2MASS J14392837+1929150,47,72,1.03
47415,LSPM J1440+1339,72,92,1.19
47416,2MASS J14482563+1031590 [de],47,59,0.99
47417,CFBDSIR 1458+10A,104,11.1,1.5
47418,CFBDSIR 1458+10B,104,9,1.3
47419,TVLM 513-46546,35.1,75,1.05
47420,2MASS 1503+2525,20.7,44,0.94
47421,CFBDS J150411+102717,71,44,0.94
47422,2MASSW J1506544+132106 [de],46,69,1.02
47423,2MASS 1507−1627,23.9,60,0.99
47424,TVLM 868-110639,53,79,1.08
47425,SDSS J151114.66+060742.9 [de],89,,
47426,2MASSW J1515008+484742 [de],34,57,0.99
47427,2MASSI J1526140+204341 [de],67,54,0.98
47428,DENIS-P J153941.96-052042.4 [de],51,63,1.00
47429,2MASS J15462718-3325111 [de],37,44,0.94
47430,2MASSW J1552591+294849 [de],68,30,1.43
47431,2MASSW J1555157-095605 [de],44,71,1.03
47432,2MASS J16150413+1340079 [de],48,42,0.94
47433,SDSSp J162414.37+002915.6 [de],36,43,0.94
47434,2MASS J16262034+3925190 [de],110,71,1.03
47435,2MASSW J1632291+190441 [de],50,49,0.97
47436,WISEPA J164715.59+563208.2,28,41,0.94
47437,LSPM J1658+7027 [de],60,73,1.04
47438,2MASSI J1726000+153819,114,24,1.40
47439,2MASSW J1728114+394859,79,,
47440,SDSSp J175032.96+175903.9,90,47,0.97
47441,2MASS J18283572-4849046,39,45,0.95
47442,LSR J1835+3259,18.5,77,1.07
47443,2MASSW J1841086+311727,138,67,1.01
47444,2MASS J18432213+4040209,46,96,1.22
47445,2MASS J20004841-7523070,105,25,1.88
47446,SDSS J204749.61-071818.3,65,46,0.96
47447,2MASSI J2057540-025230,47,70,1.02
47448,2MASSW J2101154+175658,108,,
47449,2MASSI J2104149-103736,62,69,1.02
47450,PSO J318.5−22,80,6.5,1.53
47451,HB 2124-4228,113,94,1.21
47452,2MASS J21392676+0220226,32.1,46,0.96
47453,2MASS J21481628+4003593,26.3,55,0.99
47454,2MASS J14112131-2119503,,,
47455,2MASSW J2206450-421721,93,22,1.33
47456,2MASSW J2208136+292121,154,27,1.41
47457,2MASSW J2224438-015852,38,61,0.99
47458,2MASS J22282889-4310262,35,42,0.94
47459,2MASS J22373255+3922398,64,73,1.04
47460,2MASSW J2244316+204343,56,12,1.29
47461,2MASS J23224684-3133231,56,24,1.39
47462,2MASS J23225299-6151275,148,17,1.59
47463,2MASS J23515044-2537367,67,88,1.16
47464,2MASSI J2356547-155310,74,80,1.09
47465,WISE 0005+3737,23.2,,
47466,WISE 0008-1739,87.1,,
47467,WISE 0015-4615,48.6,,
47468,WISE 0031-3840,71.8,,
47469,WISE 0032-4946,62.9,,
47470,WISE 0038+2758,36.9,,
47471,WISE 0038+8405,101.8,,
47472,WISE 0040+0900,47.6,,
47473,WISE 0049+0441,62.6,,
47474,WISE 0049+2151,24.1,,
47475,WISE 0106+1518,142.9,,
47476,WISE 0123+4142,67.2,,
47477,WISE 0135+1715,77.3,,
47478,WISE 0138-0322,57.7,,
47479,WISE 0146+4234,20.5,,
47480,WISE 0148-7202,30,,
47481,WISE 0150+3827,61.3,,
47482,WISE 0206+2640,58.4,,
47483,WISE 0221+3842,73.1,,
47484,WISE 0223-2932,47,,
47485,WISE 0226-0211,91,,
47486,WISE 0241-3653,53.8,,
47487,WISE 0245-3450,56.1,,
47488,WISE 0247+3725,57.1,,
47489,WISE 0305+3954,75,,
47490,WISE 0307+2904,82.8,,
47491,WISE 0313+7807,28,,
47492,WISE 0316+4307,106.3,,
47493,WISE 0321-7347,84.8,,
47494,WISE 0323-6025,45.3,,
47495,WISE 0325-3854,51.2,,
47496,WISE 0325+0831,36.5,,
47497,WISE 0333-5856,54.8,,
47498,WISE 0335+4310,45.7,,
47499,WISE 0336-0143,55.4,,
47500,WISE 0350-5658,17.7,,
47501,WISE 0359-5401,19.2,,
47502,WISE 0410+1502,20,6,1.17
47503,WISE 0410+1411,85.8,,
47504,WISE 0413-4750,66.2,,
47505,WISE 0448-1935,69.8,,
47506,WISE 0458+6434A,35.9,15,4.2
47507,WISE 0458+6434B,35.9,10,3.8
47508,WISE 0500-1223,47,,
47509,WISE 0513+0608,44.7,,
47510,WISE 0525+6739,98.2,,
47511,WISE 0528-3308,57.4,,
47512,WISE 0535-7500,47,,
47513,WISE 0539-1034,84.8,,
47514,WISE 0542-1628,50.6,,
47515,WISE 0607+2429,25.4,,
47516,WISE 0611-0410,57.7,,
47517,WISE 0612-4920,95.2,,
47518,WISE 0612-3036,64.9,,
47519,WISE 0614+3912,50.2,,
47520,WISE 0614+0951,51.5,,
47521,WISE 0623-0456,37.5,,
47522,WISE 0625+5646,67.2,,
47523,WISE 0627-1114,37.2,,
47524,WISE 0647-6232,28,,
47525,WISE 0656+4205,54.1,,
47526,WISE 0713-2917,23.2,,
47527,WISE 0723+3403,45.7,,
47528,WISE 0733+7544,78.3,,
47529,WISE 0734-7157,34.9,,
47530,WISE 0744+5628,47.3,,
47531,WISE 0750+2725,51.5,,
47532,WISE 0751-7634,39.1,,
47533,WISE 0759-4904,38.8,,
47534,WISE 0811-8051,32,,
47535,WISE 0812+4021,63.6,,
47536,WISE 0819-0335,46,,
47537,WISE 0821+1443,68.2,,
47538,WISE 0836-1859,72.4,,
47539,WISE 0857+5604,42.1,,
47540,WISE 0906+4735,51.5,,
47541,WISE 0929+0409,64.9,,
47542,WISE 0952+1955,72.1,,
47543,WISE 1018-2445,47.6,,
47544,WISE 1019+6529,56.8,,
47545,WISE 1039-1600,47.3,,
47546,WISE 1042-3842,53.2,,
47547,WISE 1051-2138,40.8,,
47548,WISE 1122+2550,57.7,,
47549,WISE 1124-0421,50.6,,
47550,WISE 1147-2040,102,,
47551,WISE 1150+6302,32.9,,
47552,WISE 1217+1626A,34.2,12,
47553,WISE 1217+1626B,34.2,6,
47554,WISE 1225-1013,55.4,,
47555,WISE 1311+0122,44.4,,
47556,WISE 1311+3629,86.1,,
47557,WISE 1318-1758,32.9,,
47558,WISE 1320+6034,56.1,,
47559,WISE 1322-2340,33.9,,
47560,WISE 1348+6603,91,,
47561,WISE 1405+5534,25.3,30,0.86
47562,WISE 1433-0837,84.8,,
47563,WISE 1436-1814,60,,
47564,WISE 1457+5815,52.2,,
47565,WISE 1506+7027,11.1,,
47566,WISE 1517+0529,72.4,,
47567,WISE 1519+7009,50.9,,
47568,WISE 1523+3125,84.5,,
47569,WISE 1541-2250,20,,
47570,WISE 1542+2230,41.1,,
47571,WISE 1612-3420,55.4,,
47572,WISE 1614+1739,32.6,,
47573,WISE 1617+1807,50.2,,
47574,WISE 1622-0959,52.2,,
47575,WISE 1627+3255,50.2,,
47576,WISE 1639-6847,16.3,,
47577,WISE 1647+5632,28,,
47578,WISE 1653+4444,39.5,,
47579,WISE 1711+3500,60.3,,
47580,WISE 1717+6129,72.7,,
47581,WISE 1721+1117,62.3,,
47582,WISE 1728+5716,97.8,,
47583,WISE 1738+2732,20,,
47584,WISE 1741+2553,18.9,,
47585,WISE 1746-0338,83.8,,
47586,SDSS J000013.54+255418.6 [de],46.1,48,0.99
47587,2MASS J08283419-1309198,,,
47588,2MASS J00040288-6410358,192,19,1.63
47589,LHS 102BC,,,
47590,2MASS J00242463-0158201,37.7,79,1.09
47591,2MASS J00250365+4759191AB,143,,
47592,2MASS J00274197+0503417,236,31,1.44
47593,2MASS J00275592+2219328,46.9,,
47594,2MASSW J0030300-145033,87.2,54,0.98
47595,2MASS J00332386-1521309 [de],131,29,1.43
47596,2MASS J00345157+0523050,31,42,0.94
47597,2MASS 0036+1821,28.6,42,0.94
47598,2MASSW J0045214+163445,57,23,1.62
47599,WISEP J004701.06+680352.1 [fr],40,12,1.3
47600,2MASS J00501994-3322402 [de],34,40,0.94
47601,2MASS J00034227-2822410,,,
47602,2MASS J00584253-0651239 [de],96,29,1.43
47603,CFBDS J005910.90–011401.3,30,23,
47604,2MASSI J0103320+193536,70,52,0.98
47605,SDSSp J010752.33+004156.1 [de],51,52,0.98
47606,2MASSI J0117474-340325 [de],163,20,1.62
47607,2MASS J01415823-4633574 [de],130,20,1.61
47608,SDSS J015141.69+124429.6,70,47,0.97
47609,DENIS-P J020529.0−115925A,65,,
47610,DENIS-P J020529.0−115925B,65,,
47611,DENIS-P J020529.0−115925C,65,,
47612,SDSS J020742.48+000056.2 [de],111,47,0.97
47613,2MASS J02103857-3015313,101,15,1.53
47614,2MASS J02340093-6442068,155,20,1.62
47615,2MASS J02411151-0326587 [de],152,27,1.41
47616,2MASS J02431371−2453298,35,33,0.99
47617,LP 771-21,53,78,1.08
47618,2MASS J02511327+0047364,,,
47619,2MASS J02535980+3206373,184,65,1.9
47620,WISE J0254+0223,24,65,1.9
47621,DEN 0255-4700,16.2,80,0.97
47622,2MASS J03185403-3421292 [de],45,49,0.97
47623,2MASS J03205965+1854233,47,88,1.15
47624,2MASS J03231002-4631237,192,23,1.66
47625,SDSS J032553.17+042540.1,59,45,0.95
47626,2MASS J03264225-2102057 [de],80,18,1.3
47627,2MASS J03284265+2302051 [de],98,54,0.98
47628,2MASS J03341218-4953322,27.0,73,1.04
47629,LP 944-20,20.9,73,1.43
47630,2MASP J0345432+254023,88,74,1.05
47631,Teide 1,380,55,3.78
47632,2MASS J03510004-0052452,48,102,1.27
47633,2MASS J03552337+1133437,29.8,20,1.32
47634,DENIS-P J035726.9-441730 [de],130,,
47635,2MASS J04151954−0935066,18.6,30,0.95
47636,SDSSp J042348.57-041403.5 [de],50,,
47637,2MASS J04285096-2253227 [de],85,80,1.09
47638,2MASS J04351612-1606574,34,100,1.26
47639,2MASS J04362788-4114465,142,39,1.97
47640,2MASS J04390101-2353083 [de],29.5,48,0.97
47641,2MASS J04414489+2301513,470,19,
47642,2MASS J04433764+0002040,82,22,1.78
47643,2MASS J04455387-3048204 [de],42,64,1.00
47644,2MASS J04510093-3402150 [de],69,72,1.04
47645,2MASS J05002100+0330501 [de],44,64,1.00
47646,2MASS J05012406-0010452 [de],64,21,1.38
47647,2MASS J05160945-0445499 [de],73,47,0.97
47648,2MASS J0523−1403,40,68,1.01
47649,2MASS 0532+8246,81,83,
47650,SDSS J053951.99-005902.0,41.62,61,1.01
47651,2MASS J05591914-1404488 [de],34,,
47652,LSR 0602+3910 [de],34.6,28,1.41
47653,2MASS J06085283-2753583,102,38,1.51
47654,WISEP J061135.13-041024.0A,69,65,
47655,WISEP J061135.13-041024.0B,69,53,
47656,2MASS J06244595-4521548 [de],39,56,0.99
47657,2MASS J06411840-4322329 [de],65,67,1.01
47658,DENIS-P J0652197-253450 [de],51,75,1.05
47659,2MASS J07003664+3157266 [de],40,,
47660,2MASS J07075327-4900503,60,72,1.03
47661,UGPS J072227.51-054031.2,13.4,26,0.98
47662,2MASSI J0727182+171001 [de],29.6,41,0.94
47663,2MASS J07290002-3954043 [de],25.8,37,0.94
47664,SDSS J074201.41+205520.5 [de],49,43,0.94
47665,2MASS J0746425+200032 [fr],49.6,,
47666,DENIS-P J0751164-253043 [de],55,71,1.03
47667,2MASS J07522390+1612157,60,68,2.01
47668,DENIS J081730.0-615520,16.1,44,0.94
47669,DENIS J082303.1−491201A,67,44,
47670,DENIS J082303.1−491201B,67,28,
47671,2MASS J08251968+2115521 [de],35,52,0.98
47672,SDSSp J083008.12+482847.4 [de],43,48,0.99
47673,LHS 2021,55,88,1.15
47674,SDSS J083048.80+012831.1 [de],77,46,0.96
47675,2MASSI J0835425-081923 [de],23.53,62,1.00
47676,2MASSI J0847287-153237 [de],43,64,1.00
47677,2MASS J08533619-0329321,27.6,77,1.07
47678,2MASSI J0859254-194926 [de],50,50,0.98
47679,2MASSW J0920122+351742 [de],95,,
47680,2MASSI J0937347+293142,20.0,42,0.94
47681,2MASS 0939−2448,17.4,32,0.95
47682,2MASS J09490860-1545485 [de],59,49,0.96
47683,2MASS J10073369-4555147,46,44,0.94
47684,2MASSI J1010148-040649 [de],55,51,0.98
47685,2MASSI J1017075+130839 [de],108,,
47686,SDSS J102109.69-030420.1,95,,
47687,2MASS J10224821+5825453 [de],60,27,1.41
47688,2MASSW J1036530-344138 [de],53,49,0.97
47689,2MASS J1047538+212423 [de],34.4,42,0.94
47690,Luhman 16B,6.516,43,1.02
47691,Luhman 16A,6.516,40,1.01
47692,DENIS-P J1058.7−1548,49,64,1.00
47693,TWA 28,180,36,2.39
47694,Cha 110913-773444,163,8,1.8
47695,OTS 44,554,15,
47696,SDSS J111010.01+011613.1,63,9,1.24
47697,2MASS J11145133−2618235,18.2,33,0.96
47698,TWA 26,137,30,2.20
47699,2MASSW J1146345+223053,89,,
47700,2MASS J11544223-3400390 [de],129,37,1.50
47701,2MASSW J1155395-372735 [de],31,64,1.00
47702,TWA 27A,,,
47703,TWA 27B,,,
47704,2MASS J12074836-3900043,217,17,1.71
47705,2MASSI J1217110-031113 [de],36,42,0.94
47706,2MASS J12255432-2739466,43,,
47707,DENIS-P J1228.2-1547,66,,
47708,2M 1237+6526,45.6,41,0.94
47709,2MASSW J1239272+551537 [de],119,,
47710,TWA 29,262,25,2.00
47711,SDSSp J125453.90-012247.4 [de],38,47,0.98
47712,Kelu-1A,61,63,0.98
47713,Kelu-1B,61,58,0.98
47714,2MASS J13204427+0409045,101,67,1.01
47715,SDSSp J132629.82-003831.5 [de],65,51,0.97
47716,SDSSp J134646.45-003150.4 [de],48,44,0.94
47717,2MASS J13595510-4034582,51,63,1.00
47718,ULAS J141623.94+134836.3,29.7,32,0.96
47719,SDSS J141659.78+500626.4 [de],149,59,0.99
47720,DENIS-P J142527.97-365023.4 [de],38,21,1.32
47721,LHS 2924,38.5,76,1.06
47722,2MASS J14392837+1929150,47,72,1.03
47723,LSPM J1440+1339,72,92,1.19
47724,2MASS J14482563+1031590 [de],47,59,0.99
47725,CFBDSIR 1458+10A,104,11.1,1.5
47726,CFBDSIR 1458+10B,104,9,1.3
47727,TVLM 513-46546,35.1,75,1.05
47728,2MASS 1503+2525,20.7,44,0.94
47729,CFBDS J150411+102717,71,44,0.94
47730,2MASSW J1506544+132106 [de],46,69,1.02
47731,2MASS 1507−1627,23.9,60,0.99
47732,TVLM 868-110639,53,79,1.08
47733,SDSS J151114.66+060742.9 [de],89,,
47734,2MASSW J1515008+484742 [de],34,57,0.99
47735,2MASSI J1526140+204341 [de],67,54,0.98
47736,DENIS-P J153941.96-052042.4 [de],51,63,1.00
47737,2MASS J15462718-3325111 [de],37,44,0.94
47738,2MASSW J1552591+294849 [de],68,30,1.43
47739,2MASSW J1555157-095605 [de],44,71,1.03
47740,2MASS J16150413+1340079 [de],48,42,0.94
47741,SDSSp J162414.37+002915.6 [de],36,43,0.94
47742,2MASS J16262034+3925190 [de],110,71,1.03
47743,2MASSW J1632291+190441 [de],50,49,0.97
47744,WISEPA J164715.59+563208.2,28,41,0.94
47745,LSPM J1658+7027 [de],60,73,1.04
47746,2MASSI J1726000+153819,114,24,1.40
47747,2MASSW J1728114+394859,79,,
47748,SDSSp J175032.96+175903.9,90,47,0.97
47749,2MASS J18283572-4849046,39,45,0.95
47750,LSR J1835+3259,18.5,77,1.07
47751,2MASSW J1841086+311727,138,67,1.01
47752,2MASS J18432213+4040209,46,96,1.22
47753,2MASS J20004841-7523070,105,25,1.88
47754,SDSS J204749.61-071818.3,65,46,0.96
47755,2MASSI J2057540-025230,47,70,1.02
47756,2MASSW J2101154+175658,108,,
47757,2MASSI J2104149-103736,62,69,1.02
47758,PSO J318.5−22,80,6.5,1.53
47759,HB 2124-4228,113,94,1.21
47760,2MASS J21392676+0220226,32.1,46,0.96
47761,2MASS J21481628+4003593,26.3,55,0.99
47762,2MASS J14112131-2119503,,,
47763,2MASSW J2206450-421721,93,22,1.33
47764,2MASSW J2208136+292121,154,27,1.41
47765,2MASSW J2224438-015852,38,61,0.99
47766,2MASS J22282889-4310262,35,42,0.94
47767,2MASS J22373255+3922398,64,73,1.04
47768,2MASSW J2244316+204343,56,12,1.29
47769,2MASS J23224684-3133231,56,24,1.39
47770,2MASS J23225299-6151275,148,17,1.59
47771,2MASS J23515044-2537367,67,88,1.16
47772,2MASSI J2356547-155310,74,80,1.09
47773,WISE 0005+3737,23.2,,
47774,WISE 0008-1739,87.1,,
47775,WISE 0015-4615,48.6,,
47776,WISE 0031-3840,71.8,,
47777,WISE 0032-4946,62.9,,
47778,WISE 0038+2758,36.9,,
47779,WISE 0038+8405,101.8,,
47780,WISE 0040+0900,47.6,,
47781,WISE 0049+0441,62.6,,
47782,WISE 0049+2151,24.1,,
47783,WISE 0106+1518,142.9,,
47784,WISE 0123+4142,67.2,,
47785,WISE 0135+1715,77.3,,
47786,WISE 0138-0322,57.7,,
47787,WISE 0146+4234,20.5,,
47788,WISE 0148-7202,30,,
47789,WISE 0150+3827,61.3,,
47790,WISE 0206+2640,58.4,,
47791,WISE 0221+3842,73.1,,
47792,WISE 0223-2932,47,,
47793,WISE 0226-0211,91,,
47794,WISE 0241-3653,53.8,,
47795,WISE 0245-3450,56.1,,
47796,WISE 0247+3725,57.1,,
47797,WISE 0305+3954,75,,
47798,WISE 0307+2904,82.8,,
47799,WISE 0313+7807,28,,
47800,WISE 0316+4307,106.3,,
47801,WISE 0321-7347,84.8,,
47802,WISE 0323-6025,45.3,,
47803,WISE 0325-3854,51.2,,
47804,WISE 0325+0831,36.5,,
47805,WISE 0333-5856,54.8,,
47806,WISE 0335+4310,45.7,,
47807,WISE 0336-0143,55.4,,
47808,WISE 0350-5658,17.7,,
47809,WISE 0359-5401,19.2,,
47810,WISE 0410+1502,20,6,1.17
47811,WISE 0410+1411,85.8,,
47812,WISE 0413-4750,66.2,,
47813,WISE 0448-1935,69.8,,
47814,WISE 0458+6434A,35.9,15,4.2
47815,WISE 0458+6434B,35.9,10,3.8
47816,WISE 0500-1223,47,,
47817,WISE 0513+0608,44.7,,
47818,WISE 0525+6739,98.2,,
47819,WISE 0528-3308,57.4,,
47820,WISE 0535-7500,47,,
47821,WISE 0539-1034,84.8,,
47822,WISE 0542-1628,50.6,,
47823,WISE 0607+2429,25.4,,
47824,WISE 0611-0410,57.7,,
47825,WISE 0612-4920,95.2,,
47826,WISE 0612-3036,64.9,,
47827,WISE 0614+3912,50.2,,
47828,WISE 0614+0951,51.5,,
47829,WISE 0623-0456,37.5,,
47830,WISE 0625+5646,67.2,,
47831,WISE 0627-1114,37.2,,
47832,WISE 0647-6232,28,,
47833,WISE 0656+4205,54.1,,
47834,WISE 0713-2917,23.2,,
47835,WISE 0723+3403,45.7,,
47836,WISE 0733+7544,78.3,,
47837,WISE 0734-7157,34.9,,
47838,WISE 0744+5628,47.3,,
47839,WISE 0750+2725,51.5,,
47840,WISE 0751-7634,39.1,,
47841,WISE 0759-4904,38.8,,
47842,WISE 0811-8051,32,,
47843,WISE 0812+4021,63.6,,
47844,WISE 0819-0335,46,,
47845,WISE 0821+1443,68.2,,
47846,WISE 0836-1859,72.4,,
47847,WISE 0857+5604,42.1,,
47848,WISE 0906+4735,51.5,,
47849,WISE 0929+0409,64.9,,
47850,WISE 0952+1955,72.1,,
47851,WISE 1018-2445,47.6,,
47852,WISE 1019+6529,56.8,,
47853,WISE 1039-1600,47.3,,
47854,WISE 1042-3842,53.2,,
47855,WISE 1051-2138,40.8,,
47856,WISE 1122+2550,57.7,,
47857,WISE 1124-0421,50.6,,
47858,WISE 1147-2040,102,,
47859,WISE 1150+6302,32.9,,
47860,WISE 1217+1626A,34.2,12,
47861,WISE 1217+1626B,34.2,6,
47862,WISE 1225-1013,55.4,,
47863,WISE 1311+0122,44.4,,
47864,WISE 1311+3629,86.1,,
47865,WISE 1318-1758,32.9,,
47866,WISE 1320+6034,56.1,,
47867,WISE 1322-2340,33.9,,
47868,WISE 1348+6603,91,,
47869,WISE 1405+5534,25.3,30,0.86
47870,WISE 1433-0837,84.8,,
47871,WISE 1436-1814,60,,
47872,WISE 1457+5815,52.2,,
47873,WISE 1506+7027,11.1,,
47874,WISE 1517+0529,72.4,,
47875,WISE 1519+7009,50.9,,
47876,WISE 1523+3125,84.5,,
47877,WISE 1541-2250,20,,
47878,WISE 1542+2230,41.1,,
47879,WISE 1612-3420,55.4,,
47880,WISE 1614+1739,32.6,,
47881,WISE 1617+1807,50.2,,
47882,WISE 1622-0959,52.2,,
47883,WISE 1627+3255,50.2,,
47884,WISE 1639-6847,16.3,,
47885,WISE 1647+5632,28,,
47886,WISE 1653+4444,39.5,,
47887,WISE 1711+3500,60.3,,
47888,WISE 1717+6129,72.7,,
47889,WISE 1721+1117,62.3,,
47890,WISE 1728+5716,97.8,,
47891,WISE 1738+2732,20,,
47892,WISE 1741+2553,18.9,,
47893,WISE 1746-0338,83.8,,
47894,WISE 1800+0134,28.7,57,
47895,SDSS J000013.54+255418.6 [de],46.1,48,0.99
47896,2MASS J08283419-1309198,,,
47897,2MASS J00040288-6410358,192,19,1.63
47898,LHS 102BC,,,
47899,2MASS J00242463-0158201,37.7,79,1.09
47900,2MASS J00250365+4759191AB,143,,
47901,2MASS J00274197+0503417,236,31,1.44
47902,2MASS J00275592+2219328,46.9,,
47903,2MASSW J0030300-145033,87.2,54,0.98
47904,2MASS J00332386-1521309 [de],131,29,1.43
47905,2MASS J00345157+0523050,31,42,0.94
47906,2MASS 0036+1821,28.6,42,0.94
47907,2MASSW J0045214+163445,57,23,1.62
47908,WISEP J004701.06+680352.1 [fr],40,12,1.3
47909,2MASS J00501994-3322402 [de],34,40,0.94
47910,2MASS J00034227-2822410,,,
47911,2MASS J00584253-0651239 [de],96,29,1.43
47912,CFBDS J005910.90–011401.3,30,23,
47913,2MASSI J0103320+193536,70,52,0.98
47914,SDSSp J010752.33+004156.1 [de],51,52,0.98
47915,2MASSI J0117474-340325 [de],163,20,1.62
47916,2MASS J01415823-4633574 [de],130,20,1.61
47917,SDSS J015141.69+124429.6,70,47,0.97
47918,DENIS-P J020529.0−115925A,65,,
47919,DENIS-P J020529.0−115925B,65,,
47920,DENIS-P J020529.0−115925C,65,,
47921,SDSS J020742.48+000056.2 [de],111,47,0.97
47922,2MASS J02103857-3015313,101,15,1.53
47923,2MASS J02340093-6442068,155,20,1.62
47924,2MASS J02411151-0326587 [de],152,27,1.41
47925,2MASS J02431371−2453298,35,33,0.99
47926,LP 771-21,53,78,1.08
47927,2MASS J02511327+0047364,,,
47928,2MASS J02535980+3206373,184,65,1.9
47929,WISE J0254+0223,24,65,1.9
47930,DEN 0255-4700,16.2,80,0.97
47931,2MASS J03185403-3421292 [de],45,49,0.97
47932,2MASS J03205965+1854233,47,88,1.15
47933,2MASS J03231002-4631237,192,23,1.66
47934,SDSS J032553.17+042540.1,59,45,0.95
47935,2MASS J03264225-2102057 [de],80,18,1.3
47936,2MASS J03284265+2302051 [de],98,54,0.98
47937,2MASS J03341218-4953322,27.0,73,1.04
47938,LP 944-20,20.9,73,1.43
47939,2MASP J0345432+254023,88,74,1.05
47940,Teide 1,380,55,3.78
47941,2MASS J03510004-0052452,48,102,1.27
47942,2MASS J03552337+1133437,29.8,20,1.32
47943,DENIS-P J035726.9-441730 [de],130,,
47944,2MASS J04151954−0935066,18.6,30,0.95
47945,SDSSp J042348.57-041403.5 [de],50,,
47946,2MASS J04285096-2253227 [de],85,80,1.09
47947,2MASS J04351612-1606574,34,100,1.26
47948,2MASS J04362788-4114465,142,39,1.97
47949,2MASS J04390101-2353083 [de],29.5,48,0.97
47950,2MASS J04414489+2301513,470,19,
47951,2MASS J04433764+0002040,82,22,1.78
47952,2MASS J04455387-3048204 [de],42,64,1.00
47953,2MASS J04510093-3402150 [de],69,72,1.04
47954,2MASS J05002100+0330501 [de],44,64,1.00
47955,2MASS J05012406-0010452 [de],64,21,1.38
47956,2MASS J05160945-0445499 [de],73,47,0.97
47957,2MASS J0523−1403,40,68,1.01
47958,2MASS 0532+8246,81,83,
47959,SDSS J053951.99-005902.0,41.62,61,1.01
47960,2MASS J05591914-1404488 [de],34,,
47961,LSR 0602+3910 [de],34.6,28,1.41
47962,2MASS J06085283-2753583,102,38,1.51
47963,WISEP J061135.13-041024.0A,69,65,
47964,WISEP J061135.13-041024.0B,69,53,
47965,2MASS J06244595-4521548 [de],39,56,0.99
47966,2MASS J06411840-4322329 [de],65,67,1.01
47967,DENIS-P J0652197-253450 [de],51,75,1.05
47968,2MASS J07003664+3157266 [de],40,,
47969,2MASS J07075327-4900503,60,72,1.03
47970,UGPS J072227.51-054031.2,13.4,26,0.98
47971,2MASSI J0727182+171001 [de],29.6,41,0.94
47972,2MASS J07290002-3954043 [de],25.8,37,0.94
47973,SDSS J074201.41+205520.5 [de],49,43,0.94
47974,2MASS J0746425+200032 [fr],49.6,,
47975,DENIS-P J0751164-253043 [de],55,71,1.03
47976,2MASS J07522390+1612157,60,68,2.01
47977,DENIS J081730.0-615520,16.1,44,0.94
47978,DENIS J082303.1−491201A,67,44,
